ID,PARENT,PARENT_IAU,ID_IAU,EPOCH,A_SEMI_MAJOR_AXIS_KM,EC_ECCENTRICITY,W_ARG_PERIAPSIS_DEG,MA_MEAN_ANOMALY_DEG,IN_INCLINATION_DEG,OM_LONGITUDE_ASCENDING_NODE_DEG,PR_SIDEREAL_ORBIT_PERIOD_SEC,AXIAL_TILT_DEG,MEAN_RADIUS_KM,GM_KM3/S2,PERIOD_SEC,RETROGRADE_ROT,MODEL_TYPE
S2023_S23,Saturn,6,65258,2451545,18783700,0.35,91.2,81.8,164.8,187,83049719,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S24,Saturn,6,65259,2451545,18351800,0.374,319.7,54.4,169.7,1.4,80200377,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S25,Saturn,6,65260,2451545,19136600,0.281,293.8,186.2,166.4,216.6,85408802,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S26,Saturn,6,65261,2451545,19894300,0.306,108.2,132.2,163.9,147.4,90526620,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S27,Saturn,6,65262,2451545,19820100,0.652,117,91.2,151.1,306.6,90016021,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S28,Saturn,6,65263,2451545,19881000,0.575,2.3,189.6,168.7,59.6,90422404,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S29,Saturn,6,65264,2451545,20042400,0.141,47,162.8,172.2,227.4,91533957,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S30,Saturn,6,65265,2451545,18238300,0.493,191.3,2.7,142.4,250,79463281,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S31,Saturn,6,65266,2451545,20729200,0.182,240.9,308.7,163,261.1,96274561,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S32,Saturn,6,65267,2451545,20454400,0.037,90.3,30,169.8,195.2,94369683,0,1,0.000000266972,38160,FALSE,TerrestrialBody
S2023_S33,Saturn,6,65268,2451545,21621900,0.665,258.6,49.1,155.8,209.3,102562563,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S34,Saturn,6,65269,2451545,20803900,0.57,275.5,293.6,168.4,303,96801117,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S35,Saturn,6,65270,2451545,22269700,0.151,165.5,92.9,168.5,340.9,107201820,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S36,Saturn,6,65271,2451545,22230600,0.359,157,312.2,166.3,325.1,106929539,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S37,Saturn,6,65272,2451545,19889800,0.215,241.2,244.7,172.3,63.4,90494522,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S38,Saturn,6,65273,2451545,12823500,0.909,241.2,244.7,149.2,63.4,47201581,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S39,Saturn,6,65274,2451545,20824500,0.124,351.9,345.1,164.8,118.3,96940264,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S40,Saturn,6,65275,2451545,21065100,0.342,334.7,3.6,169.6,271.4,98623984,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S41,Saturn,6,65276,2451545,21286400,0.279,323,29.1,172.1,7.2,100182182,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S42,Saturn,6,65277,2451545,21837000,0.059,33.2,315.9,166.7,355.1,104095981,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S43,Saturn,6,65278,2451545,22563900,0.264,218,92.7,170.3,247.3,109344963,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S44,Saturn,6,65279,2451545,19292400,0.434,166.3,232.9,167.4,179.9,86440798,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S45,Saturn,6,65280,2451545,23438400,0.633,334.1,336.8,157.4,102.2,115762798,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S46,Saturn,6,65281,2451545,24708900,0.336,100.4,230,143.2,306.8,125303458,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S47,Saturn,6,65282,2451545,25102300,0.101,257.3,97.5,162.5,208.4,128307603,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S48,Saturn,6,65283,2451545,20029200,0.022,108.2,315.6,169.7,338.7,91441380,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S49,Saturn,6,65284,2451545,21766500,0.026,110.7,82.5,171.7,193.8,103592701,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
S2023_S50,Saturn,6,65285,2451545,11656500,0.263,326.3,79.8,166.1,29,40592457,0,1.5,0.000000934402,38160,FALSE,TerrestrialBody
Ariel,Uranus,7,701,2451545,190929,0.001,9.6,193.5,0,0,217761,0,578.9,83.5,0,FALSE,TerrestrialBody
Umbriel,Uranus,7,702,2451545,265986,0.004,183.4,253,0.1,174.8,358057,0,584.7,85.1,0,FALSE,TerrestrialBody
Titania,Uranus,7,703,2451545,436298,0.002,184,68.1,0.1,29.5,752187,0,788.9,226.9,0,FALSE,TerrestrialBody
Oberon,Uranus,7,704,2451545,583511,0.002,132.2,143.6,0.1,76.8,1163224,0,761.4,205.3,0,FALSE,TerrestrialBody
Miranda,Uranus,7,705,2451545,129846,0.001,154.8,73,4.4,100.9,122125,0,235.8,4.3,0,FALSE,TerrestrialBody
Cordelia,Uranus,7,706,2451545,49755,0,0,287.4,0.2,1.1,28918,180,13,0.0040579744,0,FALSE,TerrestrialBody
Ophelia,Uranus,7,707,2451545,53765,0.011,19.3,213.4,0.2,151.6,32521,180,16,0.0023827251,0,FALSE,TerrestrialBody
Bianca,Uranus,7,708,2451545,59170,0.006,328,109.1,2.3,272.5,37558,180,22,0.004605267,0,FALSE,TerrestrialBody
Cressida,Uranus,7,709,2451545,61770,0.004,87.9,0.5,1.8,308.2,40081,180,33,0.0122740377,0,FALSE,TerrestrialBody
Desdemona,Uranus,7,710,2451545,62663,0.007,137,230,3.1,283.9,40919,180,29,0.00934402,0,FALSE,TerrestrialBody
Juliet,Uranus,7,711,2451545,64362,0.006,274.9,319.8,3,141,42604,180,42,0.02869949,0,FALSE,TerrestrialBody
Portia,Uranus,7,712,2451545,66101,0.004,31.6,310.1,2.7,146.7,44340,180,55,0.0867659,0,FALSE,TerrestrialBody
Rosalind,Uranus,7,713,2451545,69930,0.003,231.8,287.7,1.7,330,48237,180,29,0.0133486,0,FALSE,TerrestrialBody
Belinda,Uranus,7,714,2451545,75258,0.002,58.6,226.4,1.4,96.2,53879,180,34,0.02536234,0,FALSE,TerrestrialBody
Puck,Uranus,7,715,2451545,86007,0.009,337,264.1,1.1,111.2,65820,180,77,0.12747913,0,FALSE,TerrestrialBody
Caliban,Uranus,7,716,2451545,7167000,0.2,349.7,241.2,141.4,174.9,50112000,0,30,0.002602977,35812,FALSE,TerrestrialBody
Sycorax,Uranus,7,717,2451545,12193200,0.52,25.4,332.1,157,267.1,111110400,0,60,0.133486,24898,FALSE,TerrestrialBody
Prospero,Uranus,7,718,2451545,16221000,0.441,180.4,197.6,149.4,324.5,170553600,0,50,0.004338295,25722,FALSE,TerrestrialBody
Setebos,Uranus,7,719,2451545,17519800,0.579,356.1,148,153.9,244.7,191376000,0,23.5,0.003604122,15318,FALSE,TerrestrialBody
Stephano,Uranus,7,720,2451545,7951400,0.235,17.1,164.4,143.6,193.3,58492800,0,16,0.001134631,35812,FALSE,TerrestrialBody
Trinculo,Uranus,7,721,2451545,8502600,0.22,162.2,55.6,167.1,196.5,64713600,0,9,0.0002069033,15318,FALSE,TerrestrialBody
Francisco,Uranus,7,722,2451545,4275700,0.144,137.6,288.4,146.8,101.9,23068800,0,11,0.0003737608,15318,FALSE,TerrestrialBody
Margaret,Uranus,7,723,2451545,14425000,0.642,90.7,115.9,60.5,0.9,142992000,0,10,0.0002803206,15318,FALSE,TerrestrialBody
Ferdinand,Uranus,7,724,2451545,20421400,0.395,166.9,172.3,169.2,223.9,240883200,0,10.5,0.0003203664,42624,FALSE,TerrestrialBody
Perdita,Uranus,7,725,2451545,76418,0.005,296.9,168,1.6,270.4,55140,180,15,0.000934402,0,FALSE,TerrestrialBody
Mab,Uranus,7,726,2451545,97737,0.006,318.6,250.8,1.8,307.8,79739,180,9,0.0002069033,0,FALSE,TerrestrialBody
Cupid,Uranus,7,727,2451545,74396,0.007,168,3.3,2,31.1,52920,180,9,0.0002069033,0,FALSE,TerrestrialBody
S2025_U_1,Uranus,7,75052,2451545,57844,0.039,313.9,275.6,4,70.8,36297,180,4.5,0.0000266972,0,FALSE,TerrestrialBody
S2023_U1,Uranus,7,75051,2451545,7976600,0.25,158.7,101.8,143.9,260.2,58838400,0,4,0.00001802061,15318,FALSE,TerrestrialBody
Triton,Neptune,8,801,2451545,354800,0.00001,0,63,157.3,178.1,507772,0.4,1352.6,1428.49546,0,FALSE,TerrestrialBody
Nereid,Neptune,8,802,2451545,5513900,0.751,296.8,318.5,5.1,319.5,31115495,0,170,1.601832,48960,FALSE,TerrestrialBody
Naiad,Neptune,8,803,2451545,48200,0.00027,0,89.7,4.7,41.4,25400,0.4,29,0.00853,0,FALSE,TerrestrialBody
Thalassa,Neptune,8,804,2451545,50100,0.0018,0,165.7,0.2,130.6,26877,0.4,40,0.2359,0,FALSE,TerrestrialBody
Despina,Neptune,8,805,2451545,52500,0.00027,0,125.1,0,0,28914,0.4,74,0.11673,0,FALSE,TerrestrialBody
Galatea,Neptune,8,806,2451545,62000,0.0002,0,86.7,0,0,37043,0.4,79,0.1899,0,FALSE,TerrestrialBody
Larissa,Neptune,8,807,2451545,73500,0.00121,247.3,165.5,0.2,312,47951,0.4,96,0.25484,0,FALSE,TerrestrialBody
Proteus,Neptune,8,808,2451545,117600,0.00047,0,276.8,0,0,96968,0.9,208,2.58342,0,FALSE,TerrestrialBody
Halimede,Neptune,8,809,2451545,16590500,0.521,157.9,135.8,119.6,198.5,162345600,0,61,0.00800916,0,FALSE,TerrestrialBody
Psamathe,Neptune,8,810,2451545,47646600,0.413,148.2,183.2,127.8,302.9,790473600,0,38,0.001935547,0,FALSE,TerrestrialBody
Sao,Neptune,8,811,2451545,22239900,0.296,93.5,178.5,50.2,41.8,252201600,0,40,0.002269262,0,FALSE,TerrestrialBody
Laomedeia,Neptune,8,812,2451545,23499900,0.419,146.2,248.1,36.9,57.6,273715200,0,40,0.002269262,0,FALSE,TerrestrialBody
Neso,Neptune,8,813,2451545,49897800,0.455,89.8,13.8,128.4,55.4,847152000,0,60,0.00734173,0,FALSE,TerrestrialBody
Hippocamp,Neptune,8,814,2451545,105300,0.001,346.4,286.5,0.3,0.5,82114,0.4,34.8,0.001468346,0,FALSE,TerrestrialBody
S2002_N5,Neptune,8,85051,2451545,23414700,0.433,59.1,303.2,46.3,258.3,272246400,0,19,0.001935547,0,FALSE,TerrestrialBody
S2021_N1,Neptune,8,85052,2451545,50700200,0.503,90.4,237.1,135.2,258.9,867715200,0,25,0.000533944,0,FALSE,TerrestrialBody
Charon,Pluto,9,901,2451545,19600,0.000161,172.6,148.6,112.9,227.3,551856,0,606,106.1,0,FALSE,TerrestrialBody
Nix,Pluto,9,902,2451545,49206,0.0134,134.8,334.8,112.8,227.4,2147040,0,18,0.001496,158025,FALSE,TerrestrialBody
Hydra,Pluto,9,903,2451545,65354,0.0154,226,334.3,112.7,227.6,3300480,0,18.5,0.00201,37116,FALSE,TerrestrialBody
Kerberos,Pluto,9,904,2451545,58205,0.0064,329.5,315.8,113.3,227.2,2825034,0,6,0.00006038,458784,FALSE,TerrestrialBody
Styx,Pluto,9,905,2451545,43500,0.029,195.6,11.6,112.9,227.3,1825193,0,5.2,0.0000405,279936,FALSE,TerrestrialBody
Ceres,Sol,10,1,2451545,413861913,0.078,73.9,6.2,10.58,80.5,145213583,0,469.7,62.628,32757,FALSE,TerrestrialBody
Pallas,Sol,10,2,2451545,414733539,0.229,310.3,352.9,34.84,173.2,145672571,0,256.5,13.63,28126,FALSE,TerrestrialBody
Juno,Sol,10,3,2451545,399132340,0.258,248,240.3,12.96,170.2,137530628,0,123.3,1.02,25956,FALSE,TerrestrialBody
Vesta,Sol,10,4,2451545,353280597,0.09,149.5,341,7.13,103.9,114525904,0,261.4,17.288,19224,FALSE,TerrestrialBody
Psyche,Sol,10,16,2451545,436910364,0.138,229.1,335.6,3.09,150.5,157511610,0,111,1.601,15105,FALSE,TerrestrialBody
Lutetia,Sol,10,21,2451545,364380543,0.1617,250.1,314.4,3.066,80.94,,0,49,0.1134,29395,FALSE,TerrestrialBody
Ida,Sol,10,243,2451545,427803554,0.04575,112.3,244.3,1.137,324.4,,0,16,0.00275,16682,TRUE,TerrestrialBody
Mathilde,Sol,10,253,2451545,396013358,0.2654,156.3,225.7,6.709,179.9,,0,26.4,0.00689,1503720,FALSE,TerrestrialBody
Eros,Sol,10,433,2451545,218164470,0.2228,178.64,57.69,10.828,304.4,,0,8.42,0.0004463,18972,FALSE,TerrestrialBody
Gaspra,Sol,10,951,2451545,330524608,0.1735,129.3,96.5,4.103,253.3,,0,6.1,0.00017,255351,FALSE,TerrestrialBody
Steins,Sol,10,2867,2451545,353425647,0.147,250.2,177.8,9.945,55.6,,0,2.58,0.000105,21776,FALSE,TerrestrialBody
Toutatis,Sol,10,4179,2451545,375572911,0.6343,274.7,283.8,0.469,128.4,,0,1.25,0.000001268,633600,FALSE,TerrestrialBody
Annefrank,Sol,10,5535,2451545,331063940,0.0639,8.3,250.7,4.245,120.7,,0,2.4,0.00032,54432,FALSE,TerrestrialBody
Braille,Sol,10,9969,2451545,350269427,0.433,355.4,44.7,28.95,242.1,,0,1.37,0.00000052,815040,FALSE,TerrestrialBody
Itokawa,Sol,10,25143,2451545,198209060,0.281,160.1,44.1,1.717,71.6,,0,0.165,0.0000000021,43675,FALSE,TerrestrialBody
Quaoar,Sol,10,50000,2451545,6452609750,0.034,163.8,258.9,8,189.1,8939786585,0,543,95.6,63644,FALSE,TerrestrialBody
Didymos,Sol,10,65803,2451545,245980173,0.384,319.2,278.2,3.4,73.2,66538683,0,0.358,0.000000003489,8136,FALSE,TerrestrialBody
Sedna,Sol,10,90377,2451545,82257856415,0.861,310.7,357.9,11.9,144.3,406902289166,0,453,266.9,36982,FALSE,TerrestrialBody
Orcus,Sol,10,90482,2457388.5,5873465479,0.226,73.7,150,20.5,268.5,7763645240,0,455,38.56,47484,FALSE,TerrestrialBody
Bennu,Sol,10,101955,2451545,168508094,0.204,65.7,35.4,6.03,2.17,37705506,0,0.241,4.89159447E-09,15466,FALSE,TerrestrialBody
Salacia,Sol,10,120347,2451545,6318389907,0.103,312.1,96.7,23.9,280.2,8662309270,0,452.5,32.444,21924,FALSE,TerrestrialBody
Haumea,Sol,10,136108,2457388.5,6419342981,0.199,240.6,189.6,28.2,121.9,8870741452,0,809,264.41,14094,FALSE,TerrestrialBody
Eris,Sol,10,136199,2451545,10193750536,0.432,150.8,194.3,43.4,36.1,17751091039,0,1163,1079,1365120,FALSE,TerrestrialBody
Ryugu,Sol,10,162173,2451545,177879939,0.19,211.1,288.6,5.884,251.7,40918010,0,0.448,0.00000003,27477,FALSE,TerrestrialBody
Kagara,Sol,10,469705,2451545,6575014499,0.0871,78.7,339.7,2.86,118.1,9150485760,0,69,0.0837,34740,FALSE,TerrestrialBody
Arrokoth,Sol,10,486958,2451545,6593312805,0.039,189.5,278.1,2.45,159.2,9275460958,0,10.78,0.0000499571355,57376,FALSE,TerrestrialBody
Oumuamua,Sol,10,1I/2017 U1,2451545,38284488,1.20113,241.9,-172.5,122.74,24.597,,0,0.2,1.6E-11,28573,FALSE,TerrestrialBody
Dimorphos,Didymos,20065803,65803,2451545,1.2,1.817,54.5,359.9,1.7,40,44514,0,0.074,2.98047E-10,42912,FALSE,TerrestrialBody
Dysnomia,Eris,920136199,136199,2451545,37274,0.006,155.5,176.8,6.2,139,1364010,0,350,9.56,0,FALSE,TerrestrialBody
Haunu,Kagara,920469705,120469705,2451545,7681,0.693,169.9,77.1,10.2,13,11032664,0,60,0.2803,0,FALSE,TerrestrialBody
Hiaka,Haumea,920136108,120136108,2451545,49214,0.055,146.1,303.3,126.3,207.1,4236763,0,160,1.194,35280,FALSE,TerrestrialBody
Namaka,Haumea,920136108,220136108,2451545,24719,0.249,126.9,356.5,121.1,193.6,1498645,0,85,0.036,0,FALSE,TerrestrialBody
Vanth,Orcus,920090482,120090482,2451545,8975,0.001,243.9,102.7,89.8,51,824075,0,221.5,3.47,0,FALSE,TerrestrialBody
Weywot,Quaoar,20050000,120050000,2451545,13530,0.015,36.2,188,154.3,330.9,1011828,0,82.5,0.04783,0,FALSE,TerrestrialBody
Dactyl,Ida,243,243,2451545,90,0.2,155.5,176.8,8,13,,0,0.7,0.00000003470636,0,FALSE,TerrestrialBody
Halley,Sol,10,1P,2451545,2681019348,0.9673,112.5,65.85,162.2,59.51,2394274684,0,5.5,0.00001468,190080,FALSE,Comet
Borrelly,Sol,10,19P,2451545,540428215,0.6236,353.3,270.7,30.32,75.42,216686110,0,2.4,0.000001335,45000,FALSE,Comet
Tempel 1,Sol,10,9P,2451545,466496516,0.5189,178.9,359.8,10.54,68.96,173778745,0,3,0.00000504,146520,FALSE,Comet
Wild 2,Sol,10,81P,2451545,515417669,0.5386,41.9,149.7,3.24,136.1,201819442,0,2.1,0.000001535,146880,FALSE,Comet
Hartley 2,Sol,10,103P,2451545,515555499,0.7005,180.7,114.1,13.62,219.9,201900403,0,0.8,0.00000002,65160,FALSE,Comet
Churyumov-Gerasimnko,Sol,10,67P,2451545,525238086,0.6314,11.4,216.2,7.122,50.99,207614827,0,1.7,0.000000662,44640,FALSE,Comet
